Comment,Like_Count,OpenAI_Response,Comment_Decision,Comment_Decision_Confidence
Right decision by the ref. Well done. Inconclusive so he goes with the on field decision and the ref was right there. Can’t say fairer than that.,1,Agree:4,Agree,4
"Scotland was robbed at the end of the game,it was a try,no doubt,it was on the ground,that ref was rubbish,How could he not give a try,pathetic !!!! the French were offside so many times,he needs to go to Specsavers,or was he french in a past life, ROBBED !!!!!!! <br>And I,m English !!!!",0,Disagree:4,Disagree,4
Clearly grounded😢,0,Disagree:4,Disagree,4
"You could see the logo on the ball on the ground. Unless the dudes foot is buried 6 inches in the dirt, it's down. Sorry Scotland. Someone couldn't have France start the 6 nations with 0 and 2",0,Disagree:4,Disagree,4
I'm delighted we have another capable Paterson at full back !!,1,Agree:4,Agree,4
Absolute shambles.,0,Disagree:5,Disagree,5
"rules need to change. match shouldn't end until attacking team error or infringement results in a turnover of possession. Held up, scrum reset is still possession to the attacking team.",0,Disagree:4,Disagree,4
"As a french, I'm so sorry for you Scottish guys. Most of french people love panache and hate winning this way, for us the manner is as important as the victory. Scotland deserved the win by far. French game was a pure mess. Players look lost on the field. This result isn't even good for France, because Galthié is going to use it as an excuse, like for the red card against Ireland. Scottish rugby has always had a lot of french fans. I think both teams have always been brothers regarding the creativity they bring, and also by the way they often seem to prefer shining than winning. Scottish rugby is improving more and more, this is going to pay soon. Hold on.",0,Disagree:4,Disagree,4
The blades of grass are higher than the ball....,0,Disagree:4,Disagree,4
"It was a try, and the french try should have been scratched off the pass to the winger was a country !Ile forward",0,Disagree:4,Disagree,4
"Absolutely disgusting, I've never seen a biggest rob in rugby 6 nations. That's enough for me for this edition. Cheers from Argentina.",0,Disagree:4,Disagree,4
Che furto,0,Disagree:4,Disagree,4
There are 2 more tries which should accounted. The one in the first half when Fickou was stopped in his run by Van der Merwe catching him illegaly on the neck. Second one is the last try scored by the Scotts. It s too easy to say that Scotland got robbed. Catching on the neck is everything but legal.,1,Disagree:3,Disagree,3
Poor Scotland being robbed by fraudulent Frenchmen. Honte a la France.,0,Disagree:4,Disagree,4
4 : 12  I can't see it there 🤦‍♂️🤣,0,Disagree:4,Disagree,4
"SCO not wanting to lose like this 🏴󠁧󠁢󠁳󠁣󠁴󠁿🤝🇨🇵 FRA not wanting to win like this<br><br>As a French, I support the scots if they want to get this shit overturned. What our team needs right now is a HARD wake-up call, not dishonoring wins",9,Disagree:4,Disagree,4
"Everyone here in France saw that last try was good.<br>And that new rule is stupid anyway. It should be either try or scrum for the attacking team, like it used to be.",0,Disagree:4,Disagree,4
"I hope the judge is pleased with himself on that one, not. You can clearly see below the leg of the Scottish player that the ball has been grounded and slid along the ground, if both the tmo and the ref have guilt after that, then I hope it lives with them forever. I ain't being bitter but it was clearly held up last week which was frustrating but this week was sadly just a robbery by the ref and tmo and it could clearly be seen as grounded under a Scottish players leg.",0,Disagree:4,Disagree,4
it is sad to finish like this and since the RWC quarter final it doesnt make anyone laugh in France. Believe me.,0,Disagree:4,Disagree,4
France 🇫🇷 stole the match,1,Disagree:4,Disagree,4
That was a try....,0,Disagree:4,Disagree,4
今季のスコットランドはいいですねー😆,0,Disagree:3,Disagree,3
Scotland robbed once again,0,Disagree:4,Disagree,4
Scotland are a very average team,0,Agree:4,Agree,4
"84.17 boot still clearly under ball. Berry was on the spot, and confident in his decision.",1,Agree:4,Agree,4
"What were the TMO looking at that was different from everyone else. The ball was in contact with the ground. Ergo, it's a try!!",0,Disagree:4,Disagree,4
Vittoria rubata!,0,Disagree:4,Disagree,4
I had no skin in this game but I was oddly angry on behalf of the Scots.,0,Disagree:4,Disagree,4
The ball with no foot or hand under it clearly grounded has just popped off into a different dimension and the laws of physics just stopped working for a second to allow the TMO and ref to come to that conclusion.<br>Also the ref calling sideways on a fkn knock on that the ENTIRE field stopped for because it was clear as day that then led to French pressure and a try..... not one to bitch about refs usually but that was fkn horrible from them today.,0,Disagree:4,Disagree,4
Another great 6 nations contest. Hard fought and controversial. Much joy from the USA.,0,Agree:4,Agree,4
Scotland deserved a win! These TMO guys are useless.,0,Disagree:4,Disagree,4
"No try. End of story. Don't blame the ref. Officiating team got the final call right with the procedures that are in place when the decision was referred to the TMO. Referee online bashing in rugby is an a ridiculously all time high and until we accept the decisions and not sook and whinge after every match, it'll only get worse. If you can do a better job, you go be a referee even at the local level. You'll quickly see how difficult and thankless task refereeing is.",0,Agree:4,Agree,4
Scotland robbed,0,Disagree:4,Disagree,4
"No the Scots understands what South Africa has been through with Nic Berry. Well played Scotland, that was your game.",0,Disagree:4,Disagree,4
Good game.,0,Agree:3,Agree,3
you can see the ball touch the line whyd they have to rush the decision as a neutral,0,Disagree:4,Disagree,4
I'm fijian and that last try was good,1,Disagree:4,Disagree,4
Awesome to see so many French fans admitting it was a try...wish my fellow Kiwi's could learn the same level of honesty and humility.,111,Disagree:4,Disagree,4
"As a french man living in Scotland no one will ever know what happened  at the very end . Love a good game of rugby , those players are all gentlemen. France won this time , c’est La vie . Still love Scotland , what a beautiful place to live ❤",4,Agree:4,Agree,4
"Robbery!<br>And why wasn't this game played later, the Southern French scared of a Scottish winter night? :D.",0,Disagree:4,Disagree,4
officiating is killing rugby,0,Disagree:4,Disagree,4
What a joke of a decision at the end. Clear as day it was a try. Decisions like this damage the reputation and integrity of the game.,0,Disagree:4,Disagree,4
"How the fuck can you say ""you can't see the ball on the ground"" when all of us saw it. Haha what a joke.",0,Disagree:5,Disagree,5
These highlights were terrible. Show more of the game eg lead up to the tries & penalties etc,1,Agree:3,Agree,3
We just going to ignore the glaringly obvious forward pass for French 2nd try😅,0,Disagree:4,Disagree,4
That was a try and it very magnanimous of French supporters on here to say so. Bravo Scotland.,0,Disagree:4,Disagree,4
"Hope they have  a lot to say against France !! VERY CONTROVERSIAL!! The French spoke a lot of 💩💩 against the Springboks.Especially the Captain of France, about a few decisions made by the <a href=""http://ref.in/"">Ref.in</a> the World Cup.  Don't feel proud you Frenchman 🤮🤮  From South Africa 🇿🇦 🇿🇦",0,Disagree:4,Disagree,4
Aussie ref yeeeeeer,0,Disagree:4,Disagree,4
"The comments from the French folk on this channel is to be applauded. N H Rugby is a brotherhood and sisterhood. No whining, months later, no rude arrogance or soccer-like 'mob mentality.'",15,Agree:4,Agree,4
"The clearest view shows the ball bounce up ever so slightly from the lowest point of its trajectory as it is pressed down across the side of the French players foot. What could possibly have made it rebound, however slightly? It must have hit something- like the ground! 100% a try, but TMO officials trying to play ""look how clever I am, I spotted something no one else did!"" I.e. spotted something that wasn't. It's an intriguing thought: since this was the last play of the match could the result be altered after the fact? I know the answer is ""no"", because once the decision has been made , it's been made, end of. But this was appalling. This is not sport any more. Much Credit to Finn Russell for his magnanimity in accepting the clearly wrong decision.",0,Disagree:4,Disagree,4
ROBBER Referees... Such unsportsmanlike conduct against such great teams is at least unacceptable..,0,Disagree:4,Disagree,4
Frances last try was a fwd pass.  Obvious grounding at the end.  Scotland was robbed.,0,Disagree:4,Disagree,4
"Love the French, hope they all have a good night with us all in Edinburgh 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇫🇷🍻",1,Agree:4,Agree,4
😂😂,0,Agree:4,Agree,4
"No there was a French hand , held up so no try",0,Agree:4,Agree,4
Absolute travesty!  If we can see it- they can see it!,0,Disagree:4,Disagree,4
Finn Russel is a class act... and he is also really good at rugby,4,Agree:4,Agree,4
Like if you think Scotland will win the 6Nations before Ireland make semi final.,0,Disagree:4,Disagree,4
"Sorry to scotish people,sorry scotish men,our friends!!",0,Disagree:3,Disagree,3
"Shame on the referee,and its a french who speak friends<br>Scottish has win,point<br>What a shame🤮",0,Disagree:4,Disagree,4
Ffs Scotland!,0,Disagree:4,Disagree,4
"OK, now I'm pissed.",0,Disagree:4,Disagree,4
"Wrong call at the end of the game. The French have nothing to apologise for. It's all on the ref. Wrong call. Refused to change his mind. <br>I am gutted, but its a game and shit happens. Either side could have won the game. Its a pity it came down to an officals error. <br>Well played France. We will go again.",0,Disagree:4,Disagree,4
"Love how everyone forgets the first half shocker that went against France, when Fickou was tackled 5m short and Van Der Merwe blatantly offside intercepts and Scotland go down the other end and get 3 points. Stopped France from likely scoring a try and should have been a yellow card. The bad refereeing goes both ways.",5,Disagree:4,Disagree,4
"As an England supporter, I had no horse in this race, although I wanted France to win because Scotland won last week and France lost, simple case of points in the table. But that was a try. Scotland won this game. Pause it at <a href=""https://www.youtube.com/watch?v=Rcst-jIOQDo&t=230"">3:50</a> (and a few other places). So obvious the ball is on the ground, how can the ref say there's no clear evidence? Baffling.",0,Disagree:4,Disagree,4
The ref needs to take a better look at that,3,Disagree:4,Disagree,4
At the end of the ball was so down,1,Disagree:3,Disagree,3
Ball is clearly held up,0,Agree:4,Agree,4
France now looks like big south african boys with as much flair as the english and a low division set piece… what happened,0,Disagree:3,Disagree,3
At least 2 scottish players are outside when Russell steal the ball at the French player Le Garrec at the 79'  (one of them even stops a French without ball). The TMO should have reviewed this action instead of the potential try.,3,Agree:4,Agree,4
"As a French, from Toulouse, I apologise for the last decision of the referee. The video is clear, the try has to be validated.<br>Scotland, you have been robbed by the referee and his support.<br>Sorry we don't deserve the victory.",0,Disagree:4,Disagree,4
Some class comments by French supporters on here. Great to see👍,54,Agree:3,Agree,3
Well done France 🇫🇷 no try held up  good decision 🙏,2,Agree:4,Agree,4
At least dick turpin wore a mask,0,Disagree:4,Disagree,4
And they blamed Rassie for calling out Nic Berry,2,Disagree:3,Disagree,3
"Right shoulder to neck/head,no arms,not red card?",0,Disagree:3,Disagree,3
Rugby is eating itself with nonsense.,0,Disagree:4,Disagree,4
"That was a try,the Scots were robbed.",0,Disagree:4,Disagree,4
Unlucky Scotland. You did score a try at the end.,0,Disagree:4,Disagree,4
Well now Scotland can feel what England experience every year.,0,Disagree:4,Disagree,4
"As a French supporter, I gotta admit the last decision about the try is total bullshit. The ball was on the ground. It feels undeserved to walk away with this one",0,Disagree:4,Disagree,4
"Nick berry is spineless, he was even standing at the angle the camera showed to be angry. As a French supporter, that was a try.",1,Disagree:4,Disagree,4
Mental and robbed Scotland were,0,Disagree:4,Disagree,4
The video quality makes it feel like I'm watching Rugbydump back in 2010,1,Agree:4,Agree,4
team TMO has won the 2nd round of the 6 nations,0,Disagree:4,Disagree,4
Robbed (Englishman).,1,Disagree:4,Disagree,4
"must've been an oval shaped divot on the line that the ball was hovering over, felt like this was a decision for the TMO for the sake of it being 80 mins. Any other time in the match and that whistle is blowing from 10 paces away.",0,Disagree:4,Disagree,4
"Good old Scotland, always find a way to snatch defeat from the jaws of victory ❤ 🇨🇵",2,Agree:4,Agree,4
Australian referee Nic Berry was refereeing the match from Mars. Next time we have to donate a telescope to the referee. A robbery in the face of the Scots.,0,Disagree:4,Disagree,4
this is the first time in my life that I am angry after a victory myself as a Frenchman there is clearly try anyway bravo to you scotland always plays a very nice rugby,191,Disagree:4,Disagree,4
"Armchair viewer here, watching on youtube and even I can see the ball drop and hit the ground. What on earth is going on if even the TMO starts missing simple stuff like this?",0,Disagree:4,Disagree,4
"Dreadful decision. The TMO stated on live TV 'Nic, the ball is on the ground'. So, a try. Then for some inexplicable reason he changed his mind after asking again to see the same footage he used to decide that the ball had been grounded. It’s either incompetence or something worse.",2,Disagree:4,Disagree,4
The liability of French players in regards to discipline needs to be addressed soonest. The Scots are a force to be reckoned with; they are getting better all the time; their forwards will gel into becoming a force to be reckoned with. Awesome game. Thanks.,1,Agree:3,Agree,3
Scots were robbed,0,Disagree:4,Disagree,4
"<a href=""https://www.youtube.com/watch?v=Rcst-jIOQDo&t=240"">4:00</a>/<a href=""https://www.youtube.com/watch?v=Rcst-jIOQDo&t=317"">5:17</a> Balls clearly grounded in my  expert opinion 😂",0,Disagree:4,Disagree,4
"Man, what a terrible way to “lose.” Poor Scotland. I understand the rationale behind the call, but I doesn’t seem fair to me. Great game from both teams.",0,Disagree:4,Disagree,4
"The French should thank their lucky stars , that there was no conclusive evidence to overturn the refs ruling . A win is a win fellas, no matter how you get it",0,Disagree:4,Disagree,4
Try all day. Nick berry and the TMO team what an embarrassment.,0,Disagree:4,Disagree,4
We were robbed totally disgusting tmo,0,Disagree:4,Disagree,4
"if you look again, the ball is moving /oscillating above the grass, not stationary because a French hand was underneath the ball. If the ball had been grounded, it would not have been oscillating. No try!!!",1,Disagree:4,Disagree,4
gay,0,Disagree:3,Disagree,3
wtf it’s clearly grounded,0,Disagree:4,Disagree,4
Surely if you cannot tell what the decision is - why blow the whistle?  Scum down 5 m?,0,Disagree:4,Disagree,4
Felicitations les Bleus (XV de 🇨🇵🏉) . Peter de la Suisse 🇨🇭,1,Agree:4,Agree,4
"Last week was the same when the French and cheating English ref gave france a try..not that it mattered the Irish bet both of them..hard luck Scotland robbed it was down from what I could see the French one last week a joke, couldn't even see the ball.",0,Disagree:3,Disagree,3
It’s getting to the point where u just say what’s the point the Scot’s against the world nick berry shouldn’t be aloud in Scotland again,0,Disagree:4,Disagree,4
I'm half haggis half frog so this don't bother me that much. Better luck next time.,0,Agree:3,Agree,3
First scottish try was superb !,1,Agree:3,Agree,3
C'est une victoire mais une mauvaise victoire.,0,Disagree:4,Disagree,4
Rugby Union in disrepute tonight. A Ref that bottled a simple decision and an Oirish TMO who changed his mind as he realised he was furthering a challenge to Ireland's 6 Nations title aspirations.<br>Time for South Hem officials [only] for 6 Nations games,7,Disagree:4,Disagree,4
"I am French and truly sorry for Scotland. They deserved to win, very bad decision from the ref.",0,Disagree:4,Disagree,4
"The TMO said the ball was grounded, then went back on his decision.  The TMO is Irish.  Hopefully he gets to join the Irish team when they collect the Six Nations trophy as he basically just eliminated their biggest hurdle.",1,Disagree:4,Disagree,4
"What a plonker the referee was, question should have been any reason why I can’t award the try. <br>It’s disgusting when a perfectly good try is scored and a referee dictates the result of a game by <br>a mistake. Felt really sorry for Scotland.",0,Disagree:4,Disagree,4
Jesus,0,Disagree:4,Disagree,4
"On behalf of many, many French supporters, I would like to apoligise for the outcome of this match and obviously this isn't going to compensate for anything:  Of course there was a try. Nobody here is celebrating! It's a shameful victory! Secondly, what a crowd you guys are!  I was already a huge fan of your team and supporters, but the reaction of the crowd and the respectful manner in which they had to accept the defeat is totally remarkable! French supporters would've never risen to the occasion if they had been defeated that way! Hats of guys!",299,Disagree:5,Disagree,5
It's Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿 for the win.. But the Tmo fucked up the last try for them.. Disgrace,0,Disagree:4,Disagree,4
"English fan here, always root for scotland if we arent playig and they should of won that, what a robbery. Onwards and upwards scotland ❤",5,Disagree:4,Disagree,4
More lowlights than highlights - Scotland deserved to win,0,Disagree:4,Disagree,4
Scotland the better team but that was a tight call either way.  If the ref and tmo are not 100% sure they can't give that.  I was hoping the scots could go all the way this year so not a good result,1,Agree:4,Agree,4
"As an Englishman, absolutely gutted for the Scottish.. deserved the victory and they played beautifully",5,Disagree:4,Disagree,4
"Look, people can say whatever they want about the TMO robbing Scotland, but seriously, I've looked at the replay, and I cannot see a clear grounding in any capacity. I'm a neutral, and don't support either team. But to me, there's just no way you could call a try on that. Yes, it was very close, but there has to be a clear view, and marginally, it looked to be in France's favor here. Unlucky Scotland, but i think the TMO did the best he could. Just could not see a grounding.",0,Agree:4,Agree,4
TMO and these refs are absolute rubbish,0,Disagree:4,Disagree,4
🧑‍🦯,0,Disagree:4,Disagree,4
"As an English supporter, would’ve preferred Scotland than France - bugger!",0,Disagree:4,Disagree,4
That looked like a try to me at the end wow 😮,0,Disagree:3,Disagree,3
"Wales fan here, We are experiencing a crisis in rugby refereeing atm and people just shout you down if you try and bring it up. This scandalous decision by nick berry is identical to the one made by Andrew brace against Wales Vs Italy two years ago. There needs to be an independent commission to monitor referees decisions in the week. Marginal mistakes are ok but making enough blatantly incompetent calls like this should result in a referee being forced to referee at a lower level of the game and take a cut in pay. Refereeing should be a meritocracy like anything else and if you fuck up like this enough times you should be refereeing u18 games for 1/4 the pay. If a referee's missus might have to downsize the house or sell the car for doing shit like this then it would add a massive incentive to get these decisions right.",19,Disagree:4,Disagree,4
It's  clear that  a try. The  ref  had his  made.   Up  looking  totally  on interested.     Weird  same  happened  to  irish  soccer team,0,Disagree:3,Disagree,3
Rugby and NFL storylines are just crazy. 6 Nations never disappoints.,5,Agree:4,Agree,4
Disastrous game from both teams.<br>I think the Scots played a bit better overall.<br>It's frustrating that we won on a controversial decision,0,Disagree:4,Disagree,4
The Scots were robbed .terrible decision......From an Irish man.,0,Disagree:4,Disagree,4
Oh my goodness Scots...yikes,0,Disagree:4,Disagree,4
Do  Scotland  and  Wales    have  the  desire  to  win  unbelievable  how  they  both  lost. No justice 😢,0,Disagree:3,Disagree,3
"How was the knock on by French 11, which apparently went sideways. This gave French their last try 4 min later. Scotland had the moment and this call killed it.",3,Disagree:3,Disagree,3
🇫🇷🎆🏉,1,Agree:4,Agree,4
Once again a shit ref call,0,Disagree:4,Disagree,4
as a french this is the first time i feel like the referee decision favors us,26,Agree:4,Agree,4
Looked like it was grounded,0,Disagree:4,Disagree,4
"I’m worried for my Frenchies. I’m a Springbok all the way, I back them in the North, and they do not look good so far. Sorry, Scots.",0,Agree:3,Agree,3
"As a die hard Scottish rugby fan I have to say Scotland played terribly. But still, the fact remains that that was a TRY all day long.",0,Disagree:3,Disagree,3
Yup - freeze frame at around 4.01 a it’s crowded but the ball is grounded,0,Disagree:4,Disagree,4
please stop crying people  <br><br><br>you don't get to whine about 1 decision a ref made when you only scored 3 points  in a 50 minute period <br><br>10 of those minutes btw was with a Man advantage,3,Agree:3,Agree,3
Look at 4.01 frame by frame - pretty sure from the photo I took of the tv that that is ball on ground - and I mean clearly,0,Disagree:4,Disagree,4
Robbery most foul,0,Disagree:4,Disagree,4
"Ffs . I'm Welsh but always hope for a Scotland win if not playing Wales ..personally thought was a try ..They don't seem to get much luck in 6N , BUT it will turn around I hope for them .",0,Disagree:4,Disagree,4
No try,0,Agree:4,Agree,4
"Scotland had 80' to score 2 tries, they didn't, end of.",1,Agree:5,Agree,5
For fok sakes man it was so close! Damn come on Scotland!!,0,Disagree:3,Disagree,3
Rubbish TMO🤬🤬🤬At this level is absolutely outrageous. You can't make this kind of mistakes.,0,Disagree:4,Disagree,4
bro that ball was grounded clear as day,81,Disagree:4,Disagree,4
"Tough call, that was a ruc and mall type of try, but it just didnt look like it was placed down, it looked high, which indicates a hand/arm under and another player blocks it from rolling forward. Highly technical defense in my opinion 🇿🇦",0,Agree:3,Agree,3
"Poor tactical kicking from Scotland in the 1st half. Missed opportunity at end of 1st half, 3 points. Try indeed at the end. France still feeling the loss from the World Cup.",2,Disagree:3,Disagree,3
Rugby refereeing has degraded a lot!!!!!,0,Disagree:4,Disagree,4
"Same French that threw their arms up, are the same French that still cries about World Cup loss to mighty Springboks. See, some you win and some you steal, easy hey ?",0,Disagree:4,Disagree,4
"Frenchman here . Finn russell is a real gentleman smiling to the french while being robbed and shaking hands . Wonderful player wonderful spirit. NO ENGLISHMAN WOULD DO THAT, that's why we love Scotland !",387,Disagree:4,Disagree,4
Worse rugby decision ever,0,Disagree:4,Disagree,4
Last try was valid and previous French try was a forward pass.,0,Disagree:4,Disagree,4
"That's rugby and that's sports,  sometimes you loose by decision",0,Agree:3,Agree,3
Amis écossais je suis désolé car vous auriez du gagner ! Scottish friends I'm sorry because you should have won !,1,Disagree:4,Disagree,4
Funy how zoom comes into play when some teams score but not here. Clearly a zoom would have shown ball on ground first,0,Disagree:4,Disagree,4
That was a try Scots were robbed,0,Disagree:4,Disagree,4
"They basically come to the conclusion the ball can find itself in a third dimension, neither held up nor on the ground. Preposterous.",152,Disagree:4,Disagree,4
"I don't know if that was a try, but the ref took a bold decision (a consistent one nonetheless, imo, given his first call on the field). I feel really sorry for our scottish opponents, such a likeable team, they didn't deserve that kind of defeat. <br>🇨🇵🤝🏻🏴󠁧󠁢󠁳󠁣󠁴󠁿",4,Agree:3,Agree,3
"Scandalous decision, If the ball is no longer on the foot , then it is on the ground, because there is nothing else there to be able to hold it up ! You hear the tmo say its grounded, then changes his mind ! How can the referee say it was held up, onfield decision? Held up by what ?",0,Disagree:4,Disagree,4
France are trash,0,Disagree:3,Disagree,3
Scotland robbed,1,Disagree:4,Disagree,4
"Irish and neutral here. I was expecting this game to be the best to watch this weekend however it was boring, france played terribly its not the france im use to seeing. Scotland played a bit better however they should have gotten more score on the board when Antonio was sent off, they seemed a bit laid back in thinking they had the game, iv seen them play alot better.. i do think Scotland got that try at the end but because the ref mentioned to the TMO that his on field decision is no try then the TMo haves to have definitive proof im not blaming the ref either these are the rules but i would be fuming if i was a Scottish person after that.  France got very lucky",2,Disagree:4,Disagree,4
"Mais qu on a mal joué encore mon dieu ! Trop de fautes, lents , c’est pas fluide du tout vraiment c est pas joli à voir . Désolée pour les écossais pour cette fin de match douteuse .",1,Disagree:4,Disagree,4
🤔,0,Disagree:3,Disagree,3
Vergogna . . .,1,Disagree:4,Disagree,4
"I agree with the final assessment. Held up in goal. But, if you go to <a href=""https://www.youtube.com/watch?v=Rcst-jIOQDo&t=151"">2:31</a>, is that pass forward or is it the camera angle?",2,Agree:4,Agree,4
"Given rugby is a game with such fincky little rules, I cant see why people are claiming Scotland were robbed . The explantion why the tried was disallowed seemed reasonable",1,Agree:4,Agree,4
Try.,0,Disagree:4,Disagree,4
"France fan here, the French were very very lucky, they don't really deserve the w and I actually feel bad for the Scottish fellas.<br>The last try was absolutely controversial and could have been awarded. After the TMO showed these endless replays, I really thought the ref was going to award it. <br>France has been terrible since the beginning of this tournament and Scotland should have won this game.",20,Disagree:4,Disagree,4
Non capisco la grande esultanza del coach francese,3,Disagree:4,Disagree,4
This is not rugby,0,Disagree:4,Disagree,4
"How was that not a try? It was not held up it was on a French foot, briefly, then on the floor, over the line<br><br>I don’t understand 🤷🏻‍♂️<br><br>Utterly dire refereeing all round",0,Disagree:4,Disagree,4
Irish fan here it was fucking obvious that was a try,0,Disagree:4,Disagree,4
"My heart sunk when i saw Berry was the ref for this game,   Talks like an outback Aussie & he always favours the opposing team v Scotland.  All that hard graft for nothing.  Poor common sense decision.",2,Disagree:4,Disagree,4
<b>not Convinced about that ending NOR decision</b>,10,Disagree:4,Disagree,4
As a neutral this game was absolute garbage from beginning to end,2,Agree:3,Agree,3
"I feel sorry for Scotland today, we don't deserve it at all<br>I would love to win like this against England by the way",30,Disagree:4,Disagree,4
"Whow, the team that was “supposed” to be in the final last year almost lost to Scotland!!!!😂😂😂😂",3,Disagree:4,Disagree,4
Watching all the way from Fiji and its a try,15,Disagree:4,Disagree,4
"Unless Balls can roll off a foot downwords with 40 odd stone pushing it down and the ball magically levitated a couple of millimeters above the grass and didnt ground, then scotland was robbed of a try and I dont know any ball that can resist the heavy push of several players roll off a foot and look like it was on the ground and just hover......WTF",2,Disagree:4,Disagree,4
"What doez it mean "" no conclusive evid. to say that it was a try "" ??  🤨  We can see the ball grounded on the line, there's no question about it ...",1,Disagree:4,Disagree,4
cest la vie,4,Agree:3,Agree,3
"I'm not one for complaining about the referee, usually... but this was a joke. You can see literally everything except for the grass. This and the current Wales v England game is exposing some aspects of rugby refereeing that really need looking at before people get put off watching.",21,Disagree:4,Disagree,4
Should have gone to specsavers .,0,Disagree:5,Disagree,5
"We should have been well clear before the end but the TMO clearly said ""the ball is grounded"" as the ball fell off the side of the french defenders leg on to the line and you can see it and the Scottish player hand was on it. The TMO changed his mind but the Ref saw it on the big screen but was not man enough to change his mind. Watch that TMO and Ref get stood down quietly for some re-training.",64,Disagree:4,Disagree,4
"Sorry, but that clearly touched down.  Scotland got jerked by the referee and this badly incorrect call.",9,Disagree:4,Disagree,4
Bit on a coincidence that the TMO was Irish when Ireland beat France but have yet to play Scotland.  Fix if ever i saw one....hard to take.,3,Disagree:3,Disagree,3
"Complete robbery. There is conclusive evidence of grounding, there are literally multiple frames of the ball on the ground.",1,Disagree:4,Disagree,4
"It's the style of play in today's game.  It's all about power, big men up front, trying to score tries from inside the 5 meter line, and lots of bodies piling up.  Fickou's try was nothing like that, a ball spun out to the wing, classic rugby at its best.  There's got to be something to change how the game is played, whether cutting down the amount of subs to 4 per match, or allowing lineout play inside the 5 meter line, as so many 5 meter lineouts end up as mauls, powered by these hulking players.",14,Disagree:4,Disagree,4
Gutted for Scotland,3,Disagree:4,Disagree,4
He lost the ball so no try lol stop crying Scottish fans,1,Agree:3,Agree,3
I think its a try for Scotland in the end but in the first half we had a high tackle on Fickou by the last scotland defenders. It should be a penalty try with a yellow card.<br>Scotland should played better against a french team who are not in great form.,1,Disagree:4,Disagree,4
I'm French and was disgusted by the way we played... You Scots deserved the win. The only positive I take from this match was the try from from Louis. I wish you better luck in the next matches Scotland.,17,Disagree:4,Disagree,4
"Sorry to have robbed Scotland, not only on the last try",0,Disagree:4,Disagree,4
Horrible finish. Nice one ref 😢😢😢😢,1,Disagree:4,Disagree,4
"Scotland have nobody but themselves to blame for why they were 20-16 down in the last minute against that dire French side. Any good team would have put them away. The referee calling the try at the end as ""held up"" too made it extremally difficult to overturn without 100% evidence. A 99% certainty isn't good enough.",2,Agree:4,Agree,4
"Absolutely robbed, gutted.",3,Disagree:4,Disagree,4
I swear the once amazing TMO is starting to have the consistency of VAR,151,Disagree:4,Disagree,4
At this moment at the end of game and after all the efforts of the Scots it should have been a try. For me Scotland is victorious and I'm French and like the French team but this is scandalous arbitration.,6,Disagree:4,Disagree,4
🤔🤦‍♂️,0,Disagree:3,Disagree,3
"we should’ve played better, that conceded try from france off the chip should’ve been stopped by our defenders but FUCK we were robbed that was definitely a try at the end",23,Disagree:4,Disagree,4
The ref should simply use common sense.. he sees the ball is on the fucking ground.. he can’t take a clear try away because he feels it’s “too inconclusive” it’s plain as say that ball was on the ground. It’s a robbery and now Scotland’s dream of competing for the six nations is probably done all because of a gutless referee.,1,Disagree:4,Disagree,4
Clearly a try - standard blind video ref,1,Disagree:4,Disagree,4
"As a French the match was robbed, we didnt deserve to win this way",155,Disagree:4,Disagree,4
I could see the ball on the ground! And I'm not Scottish!,6,Disagree:4,Disagree,4
"Unlucky, but only themselves to blame",3,Agree:4,Agree,4
Well Scotland should have spread the ball wide  to the right with most of the French defence clustered around the ball. With talented backs they would have walked it. Bulldozing rugby is  so boring ..,2,Disagree:4,Disagree,4
I m french and i dont know if it was a try but my team play not very well i don t understand what  s happen since the world cup i hope they play better for the following match,0,Disagree:3,Disagree,3
Robbed,0,Disagree:4,Disagree,4
Rob Roy was French this afternoon. Ugly play. Why did this brilliant Scottish team stop playing ? France was horrible.,0,Disagree:4,Disagree,4
"As a french fan.i feel sorry for you <a href=""http://scotland.to/"">scotland.to</a> me,last try was valid..",2,Disagree:4,Disagree,4
No robbery today the TMO shows no proof of the ball being grounded by anyone or the ball being let loose. TMO shows ball on the feet then ball on the floor but no footage of the ball being grounded or let loose. Therefore has to go back to on field decision.<br><br>IM CONVINCED IF THAT WAS THE OTHER WAY AROUND WE WOULD HAVE NO DEBATE WHATSOEVER.<br><br>On to 2025 Scotland good night,5,Agree:4,Agree,4
"Time for France to test more some young players in the 6 nations like Depoortere, Gailleton, Le Garrec, Jaunau, Tulagi, Reus, Affane. Our mental are down with any hand fast playing after contact.  The worst team since Galthie is the main coach...",2,Disagree:4,Disagree,4
Irishman here - eh that ball was visibly on the ground.....,1,Disagree:4,Disagree,4
Viva la france 💵💲,0,Agree:3,Agree,3
"Scotland were robbed lets be honest we were by far the best team through out the match! But lets keep our heads high, we have every chance of beating england & ireland to win the grand slam!",3,Disagree:4,Disagree,4
Shameless decision! This can't be happening so apparently in front of millions watching.. just unbelievable!,1,Disagree:4,Disagree,4
French try was forward. Scottish try was on the ground. Bad calls ruined a good game,1,Disagree:4,Disagree,4
Well congratulations to the ref for match fixing.,2,Disagree:4,Disagree,4
